DATE,CAPUTLG333S
1967-01-01,94.2179
1967-02-01,93.0843
1967-03-01,92.5444
1967-04-01,91.9021
1967-05-01,92.6011
1967-06-01,91.9204
1967-07-01,88.4547
1967-08-01,89.4545
1967-09-01,88.5538
1967-10-01,86.0931
1967-11-01,88.5515
1967-12-01,87.2096
1968-01-01,87.1108
1968-02-01,86.0882
1968-03-01,86.0028
1968-04-01,85.3428
1968-05-01,85.3659
1968-06-01,84.0208
1968-07-01,82.3557
1968-08-01,83.8437
1968-09-01,83.7094
1968-10-01,84.1005
1968-11-01,86.0210
1968-12-01,86.6624
1969-01-01,87.4653
1969-02-01,87.4976
1969-03-01,87.1308
1969-04-01,88.1113
1969-05-01,87.3021
1969-06-01,87.8898
1969-07-01,87.3753
1969-08-01,86.8898
1969-09-01,86.1120
1969-10-01,86.2409
1969-11-01,84.3707
1969-12-01,83.7227
1970-01-01,82.3366
1970-02-01,82.6115
1970-03-01,82.8137
1970-04-01,81.6280
1970-05-01,81.0021
1970-06-01,80.6382
1970-07-01,80.7196
1970-08-01,79.7970
1970-09-01,78.6648
1970-10-01,76.0382
1970-11-01,75.6410
1970-12-01,74.5222
1971-01-01,73.4400
1971-02-01,73.7687
1971-03-01,73.5879
1971-04-01,72.5191
1971-05-01,72.7071
1971-06-01,72.1349
1971-07-01,72.7178
1971-08-01,72.9095
1971-09-01,74.5985
1971-10-01,75.1390
1971-11-01,75.7461
1971-12-01,76.1688
1972-01-01,78.3219
1972-02-01,79.5327
1972-03-01,79.3546
1972-04-01,81.0053
1972-05-01,82.3687
1972-06-01,83.3170
1972-07-01,83.5188
1972-08-01,84.3618
1972-09-01,84.6268
1972-10-01,86.0684
1972-11-01,86.9844
1972-12-01,87.9781
1973-01-01,88.7575
1973-02-01,90.2134
1973-03-01,91.0216
1973-04-01,91.4329
1973-05-01,92.4411
1973-06-01,92.2138
1973-07-01,93.0885
1973-08-01,93.2887
1973-09-01,93.9088
1973-10-01,94.1329
1973-11-01,94.1282
1973-12-01,94.7319
1974-01-01,94.8075
1974-02-01,93.8317
1974-03-01,94.3817
1974-04-01,91.6498
1974-05-01,93.0840
1974-06-01,93.0750
1974-07-01,91.1469
1974-08-01,90.9771
1974-09-01,91.6829
1974-10-01,91.5347
1974-11-01,89.8653
1974-12-01,87.0323
1975-01-01,85.2152
1975-02-01,82.5794
1975-03-01,80.1500
1975-04-01,78.9035
1975-05-01,76.1707
1975-06-01,74.5769
1975-07-01,75.0912
1975-08-01,75.0623
1975-09-01,75.4842
1975-10-01,76.0609
1975-11-01,76.3541
1975-12-01,76.3509
1976-01-01,77.6702
1976-02-01,77.8457
1976-03-01,77.9794
1976-04-01,78.8586
1976-05-01,79.3138
1976-06-01,79.1310
1976-07-01,80.3954
1976-08-01,81.3952
1976-09-01,81.4506
1976-10-01,80.7236
1976-11-01,81.8507
1976-12-01,81.7636
1977-01-01,81.2946
1977-02-01,82.9112
1977-03-01,83.3991
1977-04-01,83.8995
1977-05-01,84.4323
1977-06-01,84.6216
1977-07-01,85.6681
1977-08-01,87.1405
1977-09-01,87.3665
1977-10-01,87.8125
1977-11-01,88.0398
1977-12-01,88.5638
1978-01-01,86.2147
1978-02-01,87.2892
1978-03-01,87.9244
1978-04-01,88.2055
1978-05-01,87.3642
1978-06-01,88.4522
1978-07-01,87.9662
1978-08-01,88.6033
1978-09-01,88.5303
