DATE,CAPUTLG331S
1967-01-01,90.1321
1967-02-01,87.3742
1967-03-01,83.1560
1967-04-01,84.2569
1967-05-01,81.9418
1967-06-01,80.5528
1967-07-01,82.5074
1967-08-01,85.0410
1967-09-01,84.8473
1967-10-01,86.5849
1967-11-01,86.8774
1967-12-01,86.2145
1968-01-01,85.8106
1968-02-01,85.6593
1968-03-01,86.5242
1968-04-01,86.9887
1968-05-01,89.0399
1968-06-01,89.1753
1968-07-01,87.0343
1968-08-01,81.4558
1968-09-01,78.0785
1968-10-01,79.4569
1968-11-01,83.1794
1968-12-01,85.4834
1969-01-01,85.1303
1969-02-01,87.8015
1969-03-01,87.7498
1969-04-01,86.3168
1969-05-01,85.0731
1969-06-01,86.9088
1969-07-01,88.0705
1969-08-01,90.1737
1969-09-01,90.1712
1969-10-01,91.2361
1969-11-01,92.5712
1969-12-01,88.7264
1970-01-01,81.3847
1970-02-01,81.7947
1970-03-01,81.3832
1970-04-01,78.9866
1970-05-01,81.5933
1970-06-01,79.5543
1970-07-01,78.3052
1970-08-01,83.0600
1970-09-01,79.8430
1970-10-01,75.8306
1970-11-01,74.5281
1970-12-01,76.5501
1971-01-01,78.9038
1971-02-01,77.7593
1971-03-01,78.1009
1971-04-01,78.4842
1971-05-01,81.8564
1971-06-01,77.6856
1971-07-01,71.4435
1971-08-01,58.9810
1971-09-01,67.7183
1971-10-01,69.4849
1971-11-01,67.0218
1971-12-01,68.4172
1972-01-01,75.1079
1972-02-01,77.7133
1972-03-01,81.3829
1972-04-01,82.5462
1972-05-01,83.5018
1972-06-01,83.3333
1972-07-01,81.3909
1972-08-01,83.5887
1972-09-01,83.7908
1972-10-01,85.0611
1972-11-01,86.9050
1972-12-01,90.2523
1973-01-01,91.3336
1973-02-01,92.8673
1973-03-01,92.6516
1973-04-01,91.4357
1973-05-01,93.6698
1973-06-01,93.0397
1973-07-01,94.7389
1973-08-01,95.4107
1973-09-01,94.9813
1973-10-01,95.8649
1973-11-01,98.0418
1973-12-01,101.8534
1974-01-01,99.9967
1974-02-01,97.8468
1974-03-01,95.7340
1974-04-01,97.6416
1974-05-01,97.9151
1974-06-01,98.8809
1974-07-01,98.7570
1974-08-01,95.7068
1974-09-01,97.4912
1974-10-01,97.9667
1974-11-01,93.2689
1974-12-01,86.5679
1975-01-01,87.0397
1975-02-01,85.7670
1975-03-01,83.4668
1975-04-01,76.9795
1975-05-01,71.1897
1975-06-01,70.9670
1975-07-01,69.9359
1975-08-01,70.9739
1975-09-01,73.0732
1975-10-01,71.0078
1975-11-01,70.9656
1975-12-01,71.3879
1976-01-01,74.0467
1976-02-01,78.5682
1976-03-01,79.3190
1976-04-01,80.1005
1976-05-01,80.5970
1976-06-01,81.2821
1976-07-01,82.0343
1976-08-01,80.3793
1976-09-01,79.0643
1976-10-01,76.6773
1976-11-01,75.5523
1976-12-01,75.6240
1977-01-01,73.7215
1977-02-01,75.4026
1977-03-01,79.9942
1977-04-01,81.5388
1977-05-01,82.9741
1977-06-01,82.2868
1977-07-01,78.1271
1977-08-01,79.6235
1977-09-01,78.0440
1977-10-01,79.7848
1977-11-01,79.7444
1977-12-01,80.0204
1978-01-01,80.0532
1978-02-01,78.1273
1978-03-01,78.2126
1978-04-01,79.9046
1978-05-01,83.4968
1978-06-01,83.9580
1978-07-01,84.4597
1978-08-01,86.5102
1978-09-01,87.7134
1978-10-01,88.2673
1978-11-01,89.5024
1978-12-01,90.2536
1979-01-01,84.8573
1979-02-01,86.5021
1979-03-01,86.4939
1979-04-01,86.6026
1979-05-01,87.2624
1979-06-01,89.0093
1979-07-01,88.8857
1979-08-01,86.1023
1979-09-01,84.2616
1979-10-01,84.6326
1979-11-01,85.0793
1979-12-01,83.5980
1980-01-01,85.0340
1980-02-01,83.7229
1980-03-01,84.9886
1980-04-01,81.6923
1980-05-01,74.0804
1980-06-01,69.6550
1980-07-01,63.0231
1980-08-01,64.2696
1980-09-01,67.1314
1980-10-01,74.7548
1980-11-01,81.3862
1980-12-01,82.0234
1981-01-01,80.6832
1981-02-01,80.9935
1981-03-01,79.6623
1981-04-01,79.7530
1981-05-01,79.0841
1981-06-01,78.4152
1981-07-01,78.1863
1981-08-01,79.4780
1981-09-01,77.6363
1981-10-01,72.9469
1981-11-01,69.7692
1981-12-01,67.0408
1982-01-01,66.0154
1982-02-01,63.3338
