DATE,CAPUTLG323S
1972-01-01,91.8032
1972-02-01,92.8742
1972-03-01,94.0231
1972-04-01,91.8480
1972-05-01,92.3913
1972-06-01,92.5245
1972-07-01,91.6556
1972-08-01,93.1727
1972-09-01,91.2406
1972-10-01,92.4942
1972-11-01,92.0823
1972-12-01,91.4632
1973-01-01,91.8489
1973-02-01,91.5320
1973-03-01,93.1225
1973-04-01,93.2103
1973-05-01,93.8501
1973-06-01,94.2847
1973-07-01,96.1237
1973-08-01,95.9615
1973-09-01,95.7390
1973-10-01,96.0865
1973-11-01,93.2139
1973-12-01,92.7123
1974-01-01,90.2134
1974-02-01,89.8843
1974-03-01,89.1640
1974-04-01,89.5375
1974-05-01,89.9662
1974-06-01,90.1287
1974-07-01,88.0506
1974-08-01,87.2475
1974-09-01,87.8814
1974-10-01,85.9712
1974-11-01,85.3422
1974-12-01,83.1524
1975-01-01,83.1398
1975-02-01,81.4197
1975-03-01,78.9308
1975-04-01,77.9200
1975-05-01,78.5179
1975-06-01,78.4842
1975-07-01,79.5668
1975-08-01,80.4994
1975-09-01,77.8912
1975-10-01,79.2784
1975-11-01,79.3947
1975-12-01,79.9499
1976-01-01,79.8869
1976-02-01,80.1761
1976-03-01,81.2378
1976-04-01,80.6192
1976-05-01,82.3922
1976-06-01,81.2080
1976-07-01,83.6351
1976-08-01,82.1675
1976-09-01,85.1472
1976-10-01,84.5470
1976-11-01,82.3864
1976-12-01,83.7013
1977-01-01,83.8261
1977-02-01,84.5651
1977-03-01,85.1004
1977-04-01,86.7461
1977-05-01,85.2921
1977-06-01,86.2774
1977-07-01,86.0445
1977-08-01,86.7600
1977-09-01,86.1618
1977-10-01,86.1397
1977-11-01,87.7453
1977-12-01,87.9356
1978-01-01,88.4802
1978-02-01,86.5288
1978-03-01,87.9489
1978-04-01,87.4384
1978-05-01,86.8786
1978-06-01,87.5712
1978-07-01,87.8935
1978-08-01,87.2602
1978-09-01,87.8114
1978-10-01,87.6678
1978-11-01,87.4627
1978-12-01,85.8739
1979-01-01,86.2242
1979-02-01,87.1644
1979-03-01,85.8095
1979-04-01,86.1798
1979-05-01,87.2091
1979-06-01,86.8648
1979-07-01,85.4694
1979-08-01,87.0237
1979-09-01,84.4004
1979-10-01,85.4746
1979-11-01,85.5634
1979-12-01,85.0724
1980-01-01,84.9906
1980-02-01,85.4731
1980-03-01,85.2335
1980-04-01,84.0680
1980-05-01,84.4306
1980-06-01,82.4784
1980-07-01,83.0505
1980-08-01,82.5115
1980-09-01,82.9022
1980-10-01,82.9845
1980-11-01,83.3361
1980-12-01,83.4272
1981-01-01,81.9803
1981-02-01,81.7068
1981-03-01,80.3973
1981-04-01,80.5541
1981-05-01,80.5215
1981-06-01,81.6004
1981-07-01,81.4723
1981-08-01,81.0001
1981-09-01,81.4198
1981-10-01,81.1677
1981-11-01,80.5753
1981-12-01,82.0980
1982-01-01,81.5400
1982-02-01,82.0004
