DATE,CAPUTLG324S
1948-01-01,95.2250
1948-02-01,95.7397
1948-03-01,95.5024
1948-04-01,96.9419
1948-05-01,97.0719
1948-06-01,96.2785
1948-07-01,94.7576
1948-08-01,94.1639
1948-09-01,90.2985
1948-10-01,93.1734
1948-11-01,93.8577
1948-12-01,93.5578
1949-01-01,91.1169
1949-02-01,88.5231
1949-03-01,87.8272
1949-04-01,87.8421
1949-05-01,85.4116
1949-06-01,84.0510
1949-07-01,84.0873
1949-08-01,83.6082
1949-09-01,86.5487
1949-10-01,86.7401
1949-11-01,85.5789
1949-12-01,85.2701
1950-01-01,84.4638
1950-02-01,84.1644
1950-03-01,84.5287
1950-04-01,84.8890
1950-05-01,87.2051
1950-06-01,88.6841
1950-07-01,90.6319
1950-08-01,92.2375
1950-09-01,91.5884
1950-10-01,91.9001
1950-11-01,92.0503
1950-12-01,93.7199
1951-01-01,96.1601
1951-02-01,95.7682
1951-03-01,96.5758
1951-04-01,94.1169
1951-05-01,94.9245
1951-06-01,95.2641
1951-07-01,94.2163
1951-08-01,94.0955
1951-09-01,93.9755
1951-10-01,94.0087
1951-11-01,94.1939
1951-12-01,93.7373
1952-01-01,93.5862
1952-02-01,94.3402
1952-03-01,94.4548
1952-04-01,93.9701
1952-05-01,70.9740
1952-06-01,94.6453
1952-07-01,96.2379
1952-08-01,98.1144
1952-09-01,97.7724
1952-10-01,95.0887
1952-11-01,96.2196
1952-12-01,93.7859
1953-01-01,94.2683
1953-02-01,93.0164
1953-03-01,93.1473
1953-04-01,94.4198
1953-05-01,93.9743
1953-06-01,93.9575
1953-07-01,95.7717
1953-08-01,95.0457
1953-09-01,92.9311
1953-10-01,91.3916
1953-11-01,91.2487
1953-12-01,90.1673
1954-01-01,90.3289
1954-02-01,91.5809
1954-03-01,91.3508
1954-04-01,91.5289
1954-05-01,93.4586
1954-06-01,92.4180
1954-07-01,91.9206
1954-08-01,91.5606
1954-09-01,92.7963
1954-10-01,92.7001
1954-11-01,93.6584
1954-12-01,92.9883
1955-01-01,94.0218
1955-02-01,93.6160
1955-03-01,96.1442
1955-04-01,96.0726
1955-05-01,94.3355
1955-06-01,95.5488
1955-07-01,94.9733
1955-08-01,95.0349
1955-09-01,92.0769
1955-10-01,95.5320
1955-11-01,95.9641
1955-12-01,95.3492
1956-01-01,95.7276
1956-02-01,96.4702
1956-03-01,99.8400
1956-04-01,92.8553
1956-05-01,94.6387
1956-06-01,95.0819
1956-07-01,95.5204
1956-08-01,94.1728
1956-09-01,94.1390
1956-10-01,92.9307
1956-11-01,92.7869
1956-12-01,93.2413
1957-01-01,95.4261
1957-02-01,92.7553
1957-03-01,91.3859
1957-04-01,91.2834
1957-05-01,90.7282
1957-06-01,87.5826
1957-07-01,88.6230
1957-08-01,89.6534
1957-09-01,88.2265
1957-10-01,87.5881
1957-11-01,85.6332
1957-12-01,87.0056
1958-01-01,83.7782
1958-02-01,81.6667
1958-03-01,81.8644
1958-04-01,83.5699
1958-05-01,85.4761
1958-06-01,85.0138
1958-07-01,85.0878
1958-08-01,88.5549
1958-09-01,85.5508
1958-10-01,85.4114
1958-11-01,86.6348
1958-12-01,87.0610
1959-01-01,87.3803
1959-02-01,88.2157
1959-03-01,89.7133
1959-04-01,86.2556
1959-05-01,85.7980
1959-06-01,86.0603
1959-07-01,85.2993
1959-08-01,85.3578
1959-09-01,85.3143
1959-10-01,86.1825
1959-11-01,85.3290
1959-12-01,85.7771
1960-01-01,85.2188
1960-02-01,85.2643
1960-03-01,85.3971
1960-04-01,86.2254
1960-05-01,85.5613
1960-06-01,86.2851
1960-07-01,87.5955
1960-08-01,86.7369
1960-09-01,86.8628
1960-10-01,85.2306
1960-11-01,85.6523
1960-12-01,87.8909
1961-01-01,84.1117
1961-02-01,86.3438
1961-03-01,86.7080
1961-04-01,86.6855
1961-05-01,88.4926
1961-06-01,85.6792
1961-07-01,87.4827
1961-08-01,88.5141
1961-09-01,85.8078
1961-10-01,89.5166
1961-11-01,89.0129
1961-12-01,88.8681
1962-01-01,90.9132
1962-02-01,89.5301
1962-03-01,92.7761
1962-04-01,87.7723
1962-05-01,89.3082
1962-06-01,90.7441
