DATE,CAPUTLG315A6S
1980-11-01,78.2128
1980-12-01,78.2565
1981-01-01,77.5873
1981-02-01,78.0017
1981-03-01,77.8193
1981-04-01,78.1360
1981-05-01,78.3524
1981-06-01,78.5450
1981-07-01,79.4332
1981-08-01,80.1334
1981-09-01,79.7293
1981-10-01,79.7691
1981-11-01,79.9482
1981-12-01,78.3801
1982-01-01,74.3715
1982-02-01,78.3881
1982-03-01,77.8877
1982-04-01,77.4254
1982-05-01,77.6065
1982-06-01,78.6721
1982-07-01,77.4410
1982-08-01,78.2893
1982-09-01,79.6287
1982-10-01,79.1712
1982-11-01,78.4546
1982-12-01,77.3765
1983-01-01,80.0569
1983-02-01,77.6279
1983-03-01,78.7084
1983-04-01,79.7927
1983-05-01,80.3243
1983-06-01,80.6360
1983-07-01,81.4369
1983-08-01,81.6447
1983-09-01,83.3199
1983-10-01,83.2670
1983-11-01,83.3428
1983-12-01,83.2802
1984-01-01,83.7655
1984-02-01,84.6050
1984-03-01,84.5333
1984-04-01,84.1877
1984-05-01,82.8181
1984-06-01,81.9457
1984-07-01,80.9094
1984-08-01,80.3318
1984-09-01,78.5263
1984-10-01,78.0106
1984-11-01,77.1695
1984-12-01,77.7810
1985-01-01,78.1508
1985-02-01,76.4702
1985-03-01,76.9493
1985-04-01,76.0378
1985-05-01,76.8467
1985-06-01,77.3278
1985-07-01,77.5642
1985-08-01,78.0393
1985-09-01,78.6098
1985-10-01,78.9889
1985-11-01,79.5334
1985-12-01,79.9253
1986-01-01,81.0458
1986-02-01,79.0590
1986-03-01,79.4994
1986-04-01,79.6788
1986-05-01,79.2499
1986-06-01,79.1979
1986-07-01,78.9519
1986-08-01,79.8347
1986-09-01,79.3623
1986-10-01,79.4660
1986-11-01,80.4986
1986-12-01,81.0044
1987-01-01,80.4917
1987-02-01,81.4077
1987-03-01,80.7873
1987-04-01,80.5777
1987-05-01,81.7113
1987-06-01,81.5930
1987-07-01,82.8467
1987-08-01,82.5789
1987-09-01,82.0079
1987-10-01,83.2433
1987-11-01,83.7414
1987-12-01,83.6587
1988-01-01,83.5524
1988-02-01,83.5386
1988-03-01,83.7000
1988-04-01,83.1325
1988-05-01,82.3426
1988-06-01,82.0090
1988-07-01,81.8108
1988-08-01,81.4191
1988-09-01,81.0176
1988-10-01,80.7644
1988-11-01,81.0291
1988-12-01,80.8639
1989-01-01,81.9123
1989-02-01,80.7891
1989-03-01,80.8227
1989-04-01,81.2277
1989-05-01,79.8542
1989-06-01,79.8434
1989-07-01,79.8157
1989-08-01,79.4675
1989-09-01,79.9042
1989-10-01,80.4508
1989-11-01,79.4978
1989-12-01,79.0990
1990-01-01,81.1120
1990-02-01,79.7953
1990-03-01,78.8175
1990-04-01,79.6881
1990-05-01,79.1512
1990-06-01,79.3099
1990-07-01,78.8288
1990-08-01,79.6242
1990-09-01,79.4773
1990-10-01,78.2099
1990-11-01,76.8202
1990-12-01,77.2904
1991-01-01,78.0090
1991-02-01,78.0654
1991-03-01,77.9411
1991-04-01,77.4509
1991-05-01,78.4871
1991-06-01,79.7061
1991-07-01,80.6213
1991-08-01,81.8921
1991-09-01,82.2489
1991-10-01,82.5508
1991-11-01,83.0170
1991-12-01,83.1964
1992-01-01,83.1117
1992-02-01,82.6685
1992-03-01,82.5160
1992-04-01,81.6470
1992-05-01,82.1495
1992-06-01,82.5512
1992-07-01,83.6042
1992-08-01,82.7701
1992-09-01,82.5513
1992-10-01,83.0659
1992-11-01,83.4019
1992-12-01,83.2034
1993-01-01,84.0865
1993-02-01,84.5405
1993-03-01,83.2002
1993-04-01,83.4869
1993-05-01,84.0986
1993-06-01,84.0959
1993-07-01,84.3844
1993-08-01,83.9710
1993-09-01,84.0522
1993-10-01,83.3501
1993-11-01,83.3770
1993-12-01,83.1156
1994-01-01,83.1155
1994-02-01,81.4670
1994-03-01,83.8173
1994-04-01,84.5106
1994-05-01,84.8796
1994-06-01,84.7509
1994-07-01,84.7647
1994-08-01,85.5384
1994-09-01,86.0672
1994-10-01,86.8222
1994-11-01,86.3924
1994-12-01,87.0444
1995-01-01,86.7070
1995-02-01,85.7861
1995-03-01,86.0490
1995-04-01,85.1811
1995-05-01,85.6405
1995-06-01,84.7832
1995-07-01,83.3853
1995-08-01,83.9729
1995-09-01,84.7262
1995-10-01,83.4034
1995-11-01,82.6379
1995-12-01,82.0691
1996-01-01,79.8051
1996-02-01,82.5954
1996-03-01,82.4547
1996-04-01,82.6756
1996-05-01,82.9902
1996-06-01,83.4780
1996-07-01,82.4469
1996-08-01,84.2047
1996-09-01,84.2964
1996-10-01,84.4846
1996-11-01,84.5310
1996-12-01,84.5309
1997-01-01,83.9279
1997-02-01,83.5465
1997-03-01,84.1234
1997-04-01,84.0274
1997-05-01,83.6603
1997-06-01,83.5243
1997-07-01,81.8055
1997-08-01,82.8751
1997-09-01,82.9855
1997-10-01,82.4807
1997-11-01,81.6700
1997-12-01,81.4634
1998-01-01,80.6283
1998-02-01,79.4385
1998-03-01,78.7471
1998-04-01,77.8474
1998-05-01,77.8712
1998-06-01,77.7433
1998-07-01,76.6911
1998-08-01,76.4796
1998-09-01,75.9856
1998-10-01,75.7799
1998-11-01,75.3980
1998-12-01,75.8314
1999-01-01,75.4160
1999-02-01,75.7844
1999-03-01,75.2357
1999-04-01,75.6417
1999-05-01,76.0635
1999-06-01,75.5198
1999-07-01,75.5323
1999-08-01,76.5479
1999-09-01,76.0223
1999-10-01,77.0239
1999-11-01,76.5765
1999-12-01,77.1067
2000-01-01,76.7924
2000-02-01,77.6589
2000-03-01,78.3647
2000-04-01,78.5865
2000-05-01,78.6440
2000-06-01,78.7519
2000-07-01,79.5089
2000-08-01,79.8968
2000-09-01,79.8551
2000-10-01,79.3122
2000-11-01,79.8467
2000-12-01,78.9173
2001-01-01,80.3451
2001-02-01,80.8442
2001-03-01,80.6098
2001-04-01,79.8956
2001-05-01,78.4632
2001-06-01,77.2345
2001-07-01,75.8935
2001-08-01,73.4894
2001-09-01,70.6459
2001-10-01,69.3093
2001-11-01,67.5955
2001-12-01,66.4214
2002-01-01,65.5341
2002-02-01,64.6539
2002-03-01,64.4959
2002-04-01,63.7430
2002-05-01,64.8455
2002-06-01,66.6641
2002-07-01,67.1832
2002-08-01,67.3520
2002-09-01,69.2268
2002-10-01,67.9355
2002-11-01,70.3232
2002-12-01,69.5692
2003-01-01,69.3461
2003-02-01,69.5220
2003-03-01,69.9676
2003-04-01,69.8014
2003-05-01,70.8646
2003-06-01,69.8679
2003-07-01,69.1378
2003-08-01,68.7756
2003-09-01,68.3675
2003-10-01,69.7041
2003-11-01,69.9050
2003-12-01,69.2608
2004-01-01,67.9504
2004-02-01,69.9970
2004-03-01,70.2549
2004-04-01,70.4422
2004-05-01,70.1880
2004-06-01,69.6543
2004-07-01,67.7323
2004-08-01,69.0389
2004-09-01,70.7180
2004-10-01,71.3952
2004-11-01,72.1515
2004-12-01,72.9833
2005-01-01,73.0686
2005-02-01,73.9018
2005-03-01,74.6114
2005-04-01,75.4011
2005-05-01,73.9377
2005-06-01,74.9131
2005-07-01,75.9670
2005-08-01,76.6178
2005-09-01,77.1308
2005-10-01,75.7804
2005-11-01,77.2146
2005-12-01,76.4712
2006-01-01,76.4493
2006-02-01,75.5053
2006-03-01,75.4445
2006-04-01,76.5616
2006-05-01,75.7596
2006-06-01,75.7151
2006-07-01,76.3141
2006-08-01,75.2700
2006-09-01,75.3691
2006-10-01,75.0431
2006-11-01,73.6608
2006-12-01,72.7149
2007-01-01,74.4643
2007-02-01,73.4657
2007-03-01,73.3080
2007-04-01,74.4676
2007-05-01,75.8684
2007-06-01,76.0885
2007-07-01,76.4932
2007-08-01,75.7469
2007-09-01,77.9259
2007-10-01,76.5571
2007-11-01,77.2568
2007-12-01,79.3239
2008-01-01,78.5664
2008-02-01,77.5355
2008-03-01,77.7545
2008-04-01,77.0497
2008-05-01,75.9687
2008-06-01,77.0245
2008-07-01,77.4997
2008-08-01,77.1891
2008-09-01,75.2580
2008-10-01,72.6717
2008-11-01,69.0127
2008-12-01,67.2677
2009-01-01,64.6196
2009-02-01,62.4561
2009-03-01,62.3070
2009-04-01,60.5964
2009-05-01,59.9991
2009-06-01,56.5841
2009-07-01,58.6833
2009-08-01,58.0734
2009-09-01,57.7959
2009-10-01,58.2814
2009-11-01,58.9981
2009-12-01,60.8867
2010-01-01,63.6863
2010-02-01,63.6517
2010-03-01,64.6971
2010-04-01,65.3407
2010-05-01,65.6008
2010-06-01,66.4373
2010-07-01,66.3445
2010-08-01,68.6466
2010-09-01,67.8320
2010-10-01,69.1662
2010-11-01,69.2686
2010-12-01,70.5992
2011-01-01,70.6177
2011-02-01,70.8677
2011-03-01,69.3745
2011-04-01,70.3761
2011-05-01,71.0169
2011-06-01,71.0545
2011-07-01,71.0532
2011-08-01,70.4049
2011-09-01,69.4524
2011-10-01,71.0824
2011-11-01,70.4865
2011-12-01,69.1514
2012-01-01,71.9808
2012-02-01,71.0916
2012-03-01,70.3746
2012-04-01,70.4624
2012-05-01,70.5667
2012-06-01,70.2046
2012-07-01,68.8767
2012-08-01,67.8526
2012-09-01,68.0343
2012-10-01,66.6180
2012-11-01,67.7097
2012-12-01,67.1982
2013-01-01,68.5039
2013-02-01,68.3698
2013-03-01,66.4399
2013-04-01,64.1702
2013-05-01,65.4283
2013-06-01,65.3166
2013-07-01,63.9261
2013-08-01,65.4131
2013-09-01,65.4593
2013-10-01,65.6107
2013-11-01,64.0429
2013-12-01,64.2509
2014-01-01,64.6653
2014-02-01,63.8448
2014-03-01,66.1262
2014-04-01,65.7275
2014-05-01,65.3312
2014-06-01,65.5883
2014-07-01,66.2649
2014-08-01,64.4132
2014-09-01,66.3363
2014-10-01,66.5558
2014-11-01,66.6731
2014-12-01,67.9885
2015-01-01,69.4647
2015-02-01,66.0198
2015-03-01,66.2293
2015-04-01,66.1967
2015-05-01,65.7605
2015-06-01,65.8966
2015-07-01,66.7122
2015-08-01,67.1830
2015-09-01,67.2089
2015-10-01,65.8460
2015-11-01,65.9703
2015-12-01,66.5339
2016-01-01,65.5211
2016-02-01,66.5015
2016-03-01,67.2469
2016-04-01,64.9532
2016-05-01,64.9779
2016-06-01,66.1874
2016-07-01,66.2908
2016-08-01,66.7258
2016-09-01,68.3214
2016-10-01,68.5539
2016-11-01,68.4614
2016-12-01,68.3393
2017-01-01,67.4607
2017-02-01,66.5394
2017-03-01,65.5556
2017-04-01,64.2860
2017-05-01,64.4087
2017-06-01,63.7902
2017-07-01,64.3734
2017-08-01,64.5531
2017-09-01,64.1707
2017-10-01,64.7666
2017-11-01,64.1633
2017-12-01,65.4381
2018-01-01,66.6165
2018-02-01,66.9243
2018-03-01,66.9262
2018-04-01,67.7187
2018-05-01,67.4034
2018-06-01,65.8015
2018-07-01,68.3323
2018-08-01,66.5917
2018-09-01,65.3155
2018-10-01,64.9186
2018-11-01,64.3049
2018-12-01,63.3583
2019-01-01,61.9212
2019-02-01,60.1167
2019-03-01,60.9156
2019-04-01,62.1808
2019-05-01,61.9375
2019-06-01,62.4385
2019-07-01,61.8993
2019-08-01,61.6165
2019-09-01,61.9560
2019-10-01,61.5243
2019-11-01,60.9429
2019-12-01,61.0744
2020-01-01,60.3365
2020-02-01,61.6468
2020-03-01,58.0740
2020-04-01,42.2585
2020-05-01,49.3095
2020-06-01,54.5929
2020-07-01,53.3557
2020-08-01,58.3906
2020-09-01,58.2159
2020-10-01,61.0197
2020-11-01,60.3349
