Date,US,AL,AK,AZ,AR,CA,CO,FL,ID,IL,IN,KS,KY,LA,MS,MO,MT,NE,NV,NM,NY,ND,OH,OK,PA,SD,TN,TX,UT,VA,WV,WY
2000-01-01,6660.24583444803,42.64178766970844,2261.464975,0.2282750945915869,26.388600934787444,1040.2039510349432,70.22231185512472,16.435806810594254,,45.51805386156243,8.172248386378811,139.79566792788785,5.843842421544625,356.0006568681699,72.77410015579791,0.3652401513465391,52.22028189860761,10.957204540396171,2.556681059425773,237.5448090832012,0.7304803026930782,108.04017597230268,23.284059648341866,248.22791676162922,5.06770709993323,4.474191853995103,1.2783405297128865,1589.6741361554616,62.36475584242155,0.0,5.387292232361451,222.382283295109
2000-02-01,6307.426939472513,39.17200623191631,2130.05485,0.13696505675495213,27.027771199643887,973.9128635655464,60.508641214308355,15.933601602492768,,46.88770442911194,7.761353216113956,128.01667304696196,12.189890051190742,365.1287397121669,66.88460271533496,0.3195851324282216,40.661577692744906,10.409344313376366,2.419716002670821,213.5256055204815,0.8674453594480303,113.69306994580396,23.147094591586914,255.84674895882492,4.930742043178277,3.9719866458936126,1.8262007567326952,1486.6151084081262,58.210149120854666,0.0,4.017641664811929,213.34926127400678
2000-03-01,6679.661563366348,41.95696238593367,2236.108875,0.13696505675495213,28.488731805030046,1043.902007567327,61.620745835377356,17.029322056532383,,46.796394391275314,8.53748853772535,130.52769908746941,17.98807745381705,361.86810547384493,76.19822657467171,0.4108951702648565,39.86010691099735,11.36809971066103,2.511026040507456,222.898271981848,0.8674453594480303,124.60659477607142,30.17796750500779,260.46346183173824,6.61997774315602,4.382881816158468,1.5979256621411084,1604.5036154510508,61.542965501891835,0.045655018918317386,5.661222345871354,230.98384931485637
2000-04-01,6424.772141817271,40.496001780547516,2153.9152249999997,0.09131003783663477,27.438666369908745,1015.0936906298688,56.68837170409248,17.577182283552194,,47.02466948586691,7.578733140440685,129.70590874693968,13.97043578900512,352.27349934034464,74.18940574226575,0.3652401513465391,52.65078681234765,11.231134653906077,2.3740609837525044,224.83263148894946,0.7304803026930782,106.40597268019629,22.82750945915869,243.98677475628753,4.930742043178277,4.474191853995103,1.1413754729579344,1525.5398363596664,58.89497440462942,0.045655018918317386,5.204672156688183,223.0930031679307
2000-05-01,6532.874722734476,41.31779212107723,2132.04915,0.2282750945915869,28.443076786111728,1053.9917667482753,62.53922691686089,18.764212775428444,,47.25294458045848,8.446178499888715,135.45844113064769,10.82023948364122,381.31410967726384,77.65918718005787,0.4108951702648565,55.963548475720806,11.413754729579345,2.3740609837525044,213.1555571182023,0.7761353216113955,108.78306540053114,25.88639572668596,254.34568929668367,5.93515245938126,4.519846872913421,1.1870304918762522,1555.856594973953,60.12765991542399,0.045655018918317386,6.0721175161362115,227.73696226853863
2000-06-01,6224.947508077008,40.35903672379257,1977.0635499999996,0.3652401513465391,26.069015802359225,1014.4545203650121,66.87621279082383,17.30325217004229,,47.48121967505008,8.4005234809704,133.4039652793234,16.161876697084352,374.37586422244885,77.38525706654796,0.4108951702648565,48.14193510950854,11.276789672824393,2.3740609837525044,215.06163472397066,0.7761353216113955,112.29615502625822,24.516745159136438,243.30301475628758,5.93515245938126,4.3372267972401515,1.3239955486312043,1477.3937038267832,59.8993848208324,0.045655018918317386,5.889497440462942,212.26599181634288
2000-07-01,6352.761649119075,39.537246383262854,2014.8128000000002,0.3195851324282216,27.073426218562204,1048.7414395726685,65.98172321246447,17.75980235922546,,47.43556465613175,7.943973291787225,129.2037035388382,11.36809971066103,335.20345825099105,77.79615223681282,0.4108951702648565,41.22679835095475,11.459409748497661,2.3740609837525044,233.54580353373154,0.7761353216113955,120.50658427668827,23.23840462942355,247.40014434542624,5.843842421544625,4.565501891831738,1.2783405297128865,1552.1654052364215,60.26462497217895,0.045655018918317386,5.387292232361451,219.0957758919201
2000-08-01,6366.351906054084,39.44593634542622,2018.7301750000001,0.27393011350990426,26.388600934787444,1040.8431212997998,57.82279598098466,18.079387491653684,,46.339844202092145,8.53748853772535,148.9266717115513,14.061745826841753,354.5539380779493,77.20263699087471,0.4108951702648565,46.0558332321992,11.413754729579345,2.2370959269975517,225.013561849296,0.8674453594480303,113.30947048736459,25.33853549966615,241.2823718103717,6.254737591809482,4.3372267972401515,1.2326855107945693,1543.8462289830593,59.76241976407745,0.045655018918317386,5.752532383707991,227.985183426093
2000-09-01,6123.99233070443,38.07628577787669,1906.4795749999998,0.27393011350990426,26.297290896950816,1017.7416817271311,61.91087478107131,17.62283730247051,,45.24412374805252,7.624388159359003,124.7295116848431,16.70973692410416,342.29515104863714,75.74167638548853,0.3195851324282216,54.2605992595746,11.413754729579345,2.2370959269975517,211.99541806189376,0.9131003783663476,100.65323358707573,25.703775651012688,257.77565575339423,6.026462497217895,4.108951702648564,1.3696505675495214,1487.499388427862,58.027529045181396,0.045655018918317386,5.432947251279769,215.46246416395434
2000-10-01,6458.129335878701,38.761111061651455,2132.120375,0.2282750945915869,28.488731805030046,1061.616154907634,64.66915533888704,19.083797907856663,,46.02025906966393,8.263558424215447,124.95778677943468,13.148645448475408,355.08090659675355,78.70925261517917,0.3195851324282216,55.262892285623096,11.68768484308925,2.3284059648341864,240.7233806330611,0.821790340529713,109.67232374197539,28.99093701313154,237.5506244104162,6.026462497217895,4.839432005341642,1.3239955486312043,1502.6638551240694,58.52973425328288,0.045655018918317386,5.432947251279769,220.76161976549756
