,Date,US,AL,AK,AZ,AR,CA,CO,CT,DC,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
30,201806,338082.98543,8162.50338,447.19017,7859.38021,4433.56505,21098.82609,4985.71597,2261.93779,961.76404,957.40604,21847.64037,12855.77627,781.81649,2218.61061,12894.78928,8903.49465,4485.05318,3958.13477,6401.61305,8676.30298,962.77427,5087.62665,4298.54492,9017.4003,5887.73922,4586.01831,7437.12022,1078.81683,2707.20522,3674.27939,878.68368,6606.7179,2216.4653,12083.09932,12452.30668,1551.48584,13024.12236,6074.74223,3835.81696,11663.62275,608.51044,7502.34108,1036.41197,9030.25004,40453.92448,2791.71959,422.30663,10116.26326,6823.08091,2657.07151,5984.53699,1340.4598
31,201805,303248.00751,7274.54457,472.05229,6614.6449,3708.62272,19877.98039,4470.54581,2189.69972,883.46896,874.60947,18844.0276,11102.69316,754.78183,1916.25476,11461.79751,8444.69954,3977.62388,3511.88382,6102.36078,7335.69483,908.37362,4684.42989,3912.13169,8559.79749,5469.33035,3788.74157,6483.94075,1101.42053,2427.84426,3092.23681,820.25984,5777.52382,1971.70791,10910.98306,11020.27943,1587.96299,12270.3632,5513.7602,3725.62913,11170.01169,556.6483,6635.09705,960.3314,7549.39202,33779.03742,2387.36624,415.05567,9324.5766,6955.53249,2648.73595,5678.37171,1343.14789
32,201804,278467.98771,6276.03058,478.62848,5705.91501,3449.07177,18388.98709,4139.0187,2087.63539,824.76148,896.39577,17398.44175,9544.656,755.90479,1688.38024,10261.95038,7738.74781,3976.43241,2974.04824,5532.53987,6717.03499,971.06378,4334.21817,3924.57477,7877.7108,5230.12202,3475.88887,5756.78927,1197.74931,2280.16582,2601.99883,817.72784,5260.2489,1773.41706,11041.78947,9374.29384,1632.7696,11276.58809,4498.42824,3905.43203,11527.69958,562.66924,5687.73466,1007.87208,7333.78827,29018.88173,2264.63101,425.83768,8199.9074,7153.55775,2477.18417,5395.20033,1347.46637
33,201803,296999.30431,6713.36877,535.54142,5267.59071,3650.1076,21509.26676,4445.07945,2264.18494,951.75291,957.29834,16998.28686,10113.21559,735.12339,1793.56858,11025.2868,8382.57765,4144.59426,3060.46829,6091.51127,6562.50639,946.63334,5231.41119,4116.46873,8396.4597,5724.37939,3584.75381,6146.13369,1273.94391,2495.40844,2634.83354,889.2775,5824.25888,1789.54176,11592.35718,10461.51391,1795.71216,12428.55211,4535.30906,4185.51838,12285.40393,587.68815,5966.17933,1113.0535,7322.2855,29675.13733,2309.63835,458.0811,9666.18054,8130.28691,3066.8833,5725.11009,1439.57961
34,201802,292732.28568,6586.13724,550.13723,4865.99566,4005.06461,17968.25944,4212.70764,2188.12073,827.95449,909.85491,16740.14099,10129.86439,679.84552,1756.36953,10975.7779,8211.36271,4148.88659,3111.38561,5950.43999,7263.61507,993.72448,4738.64968,4211.85547,8048.64789,5511.13927,3926.2055,6559.982,1323.37461,2515.09471,2446.58729,869.84293,5633.43434,1734.17781,11929.24774,10222.27581,1844.6635,11800.51252,4814.34043,4236.14568,12328.58231,560.24437,5803.364,1131.44186,8543.08282,30761.99935,2256.30534,449.02879,8837.22519,8002.14068,2641.01698,5583.17842,1392.85365
35,201801,344477.68735,8571.05263,573.57173,5461.68315,4485.75249,20455.0495,4646.72861,2708.29273,992.54491,1087.84997,19031.87239,13042.16594,746.62162,1972.94639,12625.1081,9375.11114,4624.27633,3589.06699,7314.94238,8404.27749,1346.62457,6216.54593,4845.49717,9074.54738,6193.08413,4583.10557,7748.49543,1398.83428,2760.91474,2647.67796,1035.23319,6493.90553,1923.60939,13169.57586,13431.3397,1973.75566,14042.99297,5665.97475,4426.96586,14303.373,682.31687,7789.35425,1221.98713,9910.18492,37150.5344,2519.57152,528.10205,11724.03193,8721.26996,3432.1241,6275.45831,1531.78436
36,201712,312215.78198,7314.88765,573.09594,5504.26471,3670.97358,19884.4839,4635.35926,2526.95448,908.58569,958.87273,17341.91326,11031.42004,727.31423,2039.82592,11987.28441,8505.53974,4321.90025,3300.16531,6372.44491,7344.14183,917.85158,5492.1223,4625.11379,8790.26767,5989.84454,3818.29654,6728.15493,1338.1019,2623.13664,2717.43831,970.69058,6238.97444,1879.31116,12151.55534,11398.13682,1959.15923,13002.46768,5059.1364,4755.61082,12698.86432,652.06976,6399.67702,1118.17139,7850.11728,31249.20805,2547.79809,501.91427,10283.66583,8849.13172,3105.35015,6051.30927,1503.70636
37,201711,283347.00055,6483.24745,536.43219,5116.11969,3459.24098,19418.38153,4193.39841,2183.97592,822.82616,826.99463,17437.44324,9881.0366,755.12856,1719.55917,10641.39203,7727.26271,3934.07692,2978.90648,5624.88085,7068.29034,865.77756,4496.06214,4077.86147,7989.80142,5415.9016,3624.15269,5646.10203,1175.1937,2350.05909,2477.29366,844.09492,5311.37713,1725.05864,11403.30739,10079.95385,1766.7153,11583.68541,4411.176,4072.84925,11041.48115,566.26635,5842.55026,989.19916,7111.26945,29232.94396,2298.72425,434.04854,8615.04195,7567.30618,2652.07785,5484.47989,1386.59445
38,201710,299539.47902,6944.66252,493.88845,6180.92618,3929.58641,21240.28375,4320.92679,2133.74628,879.52887,845.16063,20302.02691,10862.31304,829.95938,1692.5336,10735.31274,7711.76757,3975.84436,3166.57423,5643.79119,7933.95962,929.24965,4348.2522,4019.92494,8100.29256,5202.47757,4040.82474,5804.25877,1121.20914,2272.79466,2705.76106,829.94794,5585.00231,1858.57128,11756.1617,10211.52931,1575.23022,11412.10898,4809.0368,3792.56507,11181.73241,549.33497,6435.50894,930.35732,7631.27516,34913.67603,2358.40399,426.82279,8444.77218,7051.87656,2546.70071,5507.83054,1363.19599
39,201709,321725.81017,7379.41741,473.55095,7397.75331,4147.84408,24201.25166,4786.56113,2291.30116,917.87699,1000.17275,21540.48292,11628.82841,822.05142,1847.27674,11887.43966,8226.81071,3955.73565,3610.91815,5964.57909,8430.00184,976.37936,4736.99163,4338.24476,8522.14593,5565.78169,4375.42654,6506.09059,1165.68669,2544.73082,3367.0539,887.39789,6307.34663,2029.47627,12671.10116,11074.09314,1507.2063,11941.62154,5313.45728,3804.72436,11578.16766,632.62341,6608.17946,973.54916,8472.4976,37161.32394,2575.28884,437.21579,8810.74848,6851.57468,2408.22605,5759.1367,1312.46793
