DATE,IPG324S
1972-01-01,68.0979
1972-02-01,69.3609
1972-03-01,69.1201
1972-04-01,68.4771
1972-05-01,68.5798
1972-06-01,67.8739
1972-07-01,68.2120
1972-08-01,68.6995
1972-09-01,69.4221
1972-10-01,69.7959
1972-11-01,68.1961
1972-12-01,68.0419
1973-01-01,68.6416
1973-02-01,68.3478
1973-03-01,67.2512
1973-04-01,66.8901
1973-05-01,66.7196
1973-06-01,66.7772
1973-07-01,65.9773
1973-08-01,66.1829
1973-09-01,66.5476
1973-10-01,68.6806
1973-11-01,68.4238
1973-12-01,69.0817
1974-01-01,68.1737
1974-02-01,68.2931
1974-03-01,69.1855
1974-04-01,72.7050
1974-05-01,73.8255
1974-06-01,74.3364
1974-07-01,75.1178
1974-08-01,75.1190
1974-09-01,73.3870
1974-10-01,75.2080
1974-11-01,74.4387
1974-12-01,73.8230
1975-01-01,73.7023
1975-02-01,71.3569
1975-03-01,70.4541
1975-04-01,68.9211
1975-05-01,68.9518
1975-06-01,69.7441
1975-07-01,72.2632
1975-08-01,71.9924
1975-09-01,74.0518
1975-10-01,72.5792
1975-11-01,73.1667
1975-12-01,74.1805
1976-01-01,74.7548
1976-02-01,77.4698
1976-03-01,77.7544
1976-04-01,78.0786
1976-05-01,78.9335
1976-06-01,80.0523
1976-07-01,80.4847
1976-08-01,80.5356
1976-09-01,80.7191
1976-10-01,79.8353
1976-11-01,81.8339
1976-12-01,83.5351
1977-01-01,84.5397
1977-02-01,87.6718
1977-03-01,86.0624
1977-04-01,86.1986
1977-05-01,85.7033
1977-06-01,85.1351
1977-07-01,85.0235
1977-08-01,84.2990
1977-09-01,84.1969
1977-10-01,85.4534
1977-11-01,83.7383
1977-12-01,83.1984
1978-01-01,82.5109
1978-02-01,80.2349
1978-03-01,82.7261
1978-04-01,83.2835
1978-05-01,85.8499
1978-06-01,84.5256
1978-07-01,84.6135
1978-08-01,87.1105
1978-09-01,88.5104
1978-10-01,89.0127
1978-11-01,91.3162
1978-12-01,91.7164
1979-01-01,90.9725
1979-02-01,90.4128
1979-03-01,91.6289
1979-04-01,92.7261
1979-05-01,93.2388
1979-06-01,92.6725
1979-07-01,93.4352
1979-08-01,93.1176
1979-09-01,90.3399
1979-10-01,91.6932
1979-11-01,90.2229
1979-12-01,91.3659
1980-01-01,92.1044
1980-02-01,90.7658
1980-03-01,87.0243
1980-04-01,83.5329
1980-05-01,80.2130
1980-06-01,79.1469
1980-07-01,77.1025
1980-08-01,75.0752
1980-09-01,77.1346
1980-10-01,76.6902
1980-11-01,78.1770
1980-12-01,79.4132
1981-01-01,83.5709
1981-02-01,80.6222
1981-03-01,78.8931
1981-04-01,77.7427
1981-05-01,77.6037
1981-06-01,75.8327
1981-07-01,75.3786
1981-08-01,78.1592
1981-09-01,76.7676
1981-10-01,75.6144
1981-11-01,75.7044
1981-12-01,75.3357
1982-01-01,72.8257
1982-02-01,72.2193
1982-03-01,72.7857
1982-04-01,72.7265
1982-05-01,74.3488
1982-06-01,75.5293
1982-07-01,76.3516
1982-08-01,74.0870
1982-09-01,75.0782
1982-10-01,76.2433
1982-11-01,74.3666
1982-12-01,73.5253
1983-01-01,72.4909
1983-02-01,71.8160
1983-03-01,73.2239
1983-04-01,74.8434
1983-05-01,76.0170
1983-06-01,76.6742
1983-07-01,77.3930
1983-08-01,76.4267
1983-09-01,78.6991
1983-10-01,76.7333
1983-11-01,77.5096
1983-12-01,73.0664
1984-01-01,75.2371
1984-02-01,80.8647
1984-03-01,78.6511
1984-04-01,77.3111
1984-05-01,77.4590
1984-06-01,77.8548
1984-07-01,76.1327
1984-08-01,76.0779
1984-09-01,75.9820
1984-10-01,76.3363
1984-11-01,77.2659
1984-12-01,75.2166
1985-01-01,74.1370
1985-02-01,75.4996
