DATE,IPG337S
1972-01-01,74.8169
1972-02-01,74.7817
1972-03-01,74.8866
1972-04-01,76.0487
1972-05-01,76.1306
1972-06-01,76.4982
1972-07-01,77.9377
1972-08-01,78.3597
1972-09-01,78.5355
1972-10-01,80.2544
1972-11-01,80.9971
1972-12-01,81.5491
1973-01-01,80.0114
1973-02-01,81.9160
1973-03-01,82.2553
1973-04-01,81.9216
1973-05-01,81.2386
1973-06-01,81.9456
1973-07-01,81.7435
1973-08-01,81.5278
1973-09-01,81.1501
1973-10-01,80.8525
1973-11-01,80.6667
1973-12-01,80.7070
1974-01-01,80.7783
1974-02-01,78.5115
1974-03-01,78.7142
1974-04-01,77.6851
1974-05-01,77.7580
1974-06-01,77.3897
1974-07-01,75.9606
1974-08-01,75.4775
1974-09-01,73.7381
1974-10-01,71.3487
1974-11-01,67.9568
1974-12-01,66.3613
1975-01-01,60.6639
1975-02-01,58.0845
1975-03-01,57.9530
1975-04-01,59.5799
1975-05-01,62.1672
1975-06-01,63.2703
1975-07-01,65.0121
1975-08-01,67.8430
1975-09-01,69.4791
1975-10-01,69.3489
1975-11-01,70.3643
1975-12-01,70.6024
1976-01-01,71.7738
1976-02-01,71.8687
1976-03-01,70.8367
1976-04-01,71.1149
1976-05-01,71.3537
1976-06-01,70.5431
1976-07-01,72.6022
1976-08-01,71.9824
1976-09-01,72.6949
1976-10-01,72.4107
1976-11-01,72.3647
1976-12-01,72.9214
1977-01-01,74.5087
1977-02-01,77.5343
1977-03-01,79.5941
1977-04-01,79.0017
1977-05-01,80.8658
1977-06-01,82.1012
1977-07-01,84.3973
1977-08-01,84.0978
1977-09-01,85.3220
1977-10-01,86.5287
1977-11-01,86.4711
1977-12-01,87.8026
1978-01-01,85.5652
1978-02-01,88.5937
1978-03-01,87.9948
1978-04-01,89.1385
1978-05-01,89.5218
1978-06-01,89.3677
1978-07-01,88.5377
1978-08-01,89.2192
1978-09-01,88.8098
1978-10-01,89.8142
1978-11-01,89.8524
1978-12-01,88.7785
1979-01-01,89.0559
1979-02-01,88.4023
1979-03-01,89.0679
1979-04-01,88.1320
1979-05-01,88.3871
1979-06-01,86.1624
1979-07-01,86.7895
1979-08-01,87.3252
1979-09-01,87.9028
1979-10-01,89.6193
1979-11-01,90.0647
1979-12-01,91.9850
1980-01-01,91.9178
1980-02-01,90.6207
1980-03-01,89.3768
1980-04-01,88.2716
1980-05-01,84.5075
1980-06-01,81.6319
1980-07-01,79.2686
1980-08-01,81.0302
1980-09-01,83.9014
1980-10-01,84.3687
1980-11-01,85.2707
1980-12-01,86.0206
1981-01-01,84.8063
1981-02-01,84.2340
1981-03-01,85.2726
1981-04-01,86.4269
1981-05-01,86.6978
1981-06-01,86.8233
1981-07-01,86.6511
1981-08-01,84.9967
1981-09-01,85.0128
1981-10-01,83.7270
1981-11-01,81.9832
1981-12-01,81.1756
1982-01-01,78.1591
1982-02-01,81.0571
1982-03-01,81.1886
1982-04-01,80.5048
1982-05-01,80.0823
1982-06-01,79.9129
1982-07-01,79.8374
1982-08-01,81.3442
1982-09-01,80.6988
1982-10-01,78.5515
1982-11-01,78.3818
1982-12-01,79.3719
1983-01-01,79.1792
1983-02-01,78.3958
1983-03-01,80.1293
1983-04-01,81.8614
1983-05-01,84.6221
1983-06-01,86.7423
1983-07-01,89.5412
1983-08-01,91.5252
1983-09-01,92.8696
1983-10-01,94.2177
1983-11-01,95.5467
1983-12-01,96.6303
1984-01-01,96.9781
1984-02-01,97.3024
1984-03-01,97.0649
1984-04-01,99.8815
1984-05-01,99.0768
1984-06-01,97.5498
1984-07-01,97.4307
1984-08-01,97.3880
1984-09-01,97.3159
1984-10-01,98.6333
1984-11-01,99.3898
1984-12-01,99.2310
1985-01-01,99.6060
1985-02-01,99.0953
1985-03-01,98.9720
1985-04-01,99.0661
1985-05-01,97.7557
1985-06-01,98.2445
1985-07-01,97.6786
1985-08-01,98.4083
1985-09-01,99.7170
1985-10-01,99.9066
1985-11-01,100.1069
1985-12-01,101.2863
1986-01-01,101.0879
1986-02-01,100.8319
1986-03-01,100.4421
1986-04-01,101.0390
1986-05-01,101.7663
1986-06-01,104.2940
1986-07-01,104.3895
1986-08-01,104.8668
1986-09-01,105.5227
1986-10-01,106.5902
1986-11-01,106.0646
1986-12-01,105.9142
1987-01-01,106.8808
1987-02-01,108.5367
1987-03-01,109.3925
1987-04-01,109.0070
1987-05-01,110.0897
1987-06-01,109.4525
1987-07-01,111.5341
1987-08-01,113.0125
1987-09-01,113.4003
1987-10-01,113.6044
1987-11-01,113.7331
1987-12-01,114.0312
1988-01-01,111.7404
1988-02-01,110.7715
1988-03-01,111.0142
1988-04-01,110.7432
1988-05-01,110.2304
1988-06-01,110.0891
1988-07-01,108.9568
1988-08-01,108.2103
1988-09-01,110.1934
1988-10-01,109.1772
1988-11-01,109.0288
1988-12-01,109.0742
1989-01-01,110.1199
1989-02-01,110.6346
1989-03-01,110.8616
1989-04-01,110.1631
1989-05-01,109.3315
1989-06-01,110.1852
1989-07-01,108.8898
1989-08-01,108.6594
1989-09-01,107.6265
1989-10-01,108.1805
1989-11-01,109.7965
1989-12-01,109.6532
1990-01-01,107.4982
1990-02-01,107.5000
1990-03-01,108.6565
1990-04-01,109.0625
1990-05-01,108.9001
1990-06-01,108.7468
1990-07-01,108.9436
1990-08-01,108.7144
1990-09-01,107.4359
1990-10-01,105.7800
1990-11-01,103.8659
1990-12-01,102.7342
1991-01-01,100.4964
1991-02-01,97.1006
1991-03-01,96.8007
1991-04-01,98.1996
1991-05-01,99.0506
1991-06-01,99.3420
1991-07-01,98.3943
1991-08-01,99.3712
1991-09-01,99.6083
1991-10-01,99.8957
1991-11-01,101.2532
1991-12-01,100.8643
1992-01-01,101.9678
1992-02-01,101.2235
1992-03-01,106.5878
1992-04-01,106.4231
1992-05-01,106.4324
1992-06-01,107.0704
1992-07-01,109.5728
1992-08-01,108.9259
1992-09-01,108.8787
1992-10-01,108.5850
1992-11-01,108.3817
1992-12-01,109.5498
1993-01-01,110.5089
1993-02-01,111.9189
1993-03-01,110.5666
1993-04-01,111.3909
1993-05-01,110.7699
1993-06-01,110.1428
1993-07-01,110.2983
1993-08-01,109.1938
1993-09-01,111.3361
1993-10-01,113.5713
1993-11-01,114.1116
1993-12-01,114.3886
1994-01-01,113.3471
1994-02-01,110.5582
1994-03-01,112.4527
