DATE,IPG325S
1972-01-01,46.6761
1972-02-01,47.1781
1972-03-01,47.1906
1972-04-01,47.3802
1972-05-01,47.6970
1972-06-01,48.3760
1972-07-01,48.1776
1972-08-01,48.4403
1972-09-01,48.7932
1972-10-01,49.1759
1972-11-01,50.0386
1972-12-01,50.5700
1973-01-01,51.1777
1973-02-01,52.0121
1973-03-01,51.8216
1973-04-01,52.2427
1973-05-01,52.4708
1973-06-01,52.2300
1973-07-01,52.6901
1973-08-01,53.0232
1973-09-01,52.9891
1973-10-01,54.3741
1973-11-01,54.6858
1973-12-01,54.7829
1974-01-01,55.5228
1974-02-01,55.9081
1974-03-01,55.9426
1974-04-01,56.0989
1974-05-01,55.7247
1974-06-01,55.4693
1974-07-01,56.2601
1974-08-01,55.1788
1974-09-01,55.4781
1974-10-01,54.7801
1974-11-01,52.7004
1974-12-01,50.1656
1975-01-01,49.6455
1975-02-01,48.0934
1975-03-01,46.8526
1975-04-01,46.2732
1975-05-01,46.3385
1975-06-01,46.9394
1975-07-01,47.3518
1975-08-01,48.0395
1975-09-01,49.0379
1975-10-01,49.8420
1975-11-01,49.9851
1975-12-01,51.2415
1976-01-01,51.3603
1976-02-01,52.7502
1976-03-01,52.8011
1976-04-01,53.3314
1976-05-01,53.2242
1976-06-01,53.7221
1976-07-01,54.1538
1976-08-01,54.7345
1976-09-01,55.1695
1976-10-01,55.2394
1976-11-01,55.5759
1976-12-01,56.4236
1977-01-01,56.3270
1977-02-01,57.5416
1977-03-01,57.9000
1977-04-01,58.4159
1977-05-01,59.2587
1977-06-01,59.5019
1977-07-01,59.2337
1977-08-01,59.3205
1977-09-01,59.5471
1977-10-01,59.2759
1977-11-01,59.4433
1977-12-01,59.9328
1978-01-01,60.6807
1978-02-01,59.2309
1978-03-01,59.0878
1978-04-01,60.5209
1978-05-01,61.8227
1978-06-01,62.5500
1978-07-01,62.4722
1978-08-01,62.4262
1978-09-01,62.8703
1978-10-01,62.7332
1978-11-01,63.2889
1978-12-01,63.5776
1979-01-01,63.2834
1979-02-01,63.5142
1979-03-01,63.7284
1979-04-01,63.8694
1979-05-01,63.6065
1979-06-01,63.0684
1979-07-01,63.5992
1979-08-01,63.2263
1979-09-01,61.8505
1979-10-01,62.6031
1979-11-01,62.9481
1979-12-01,62.7506
1980-01-01,62.5779
1980-02-01,62.0023
1980-03-01,61.3077
1980-04-01,60.8158
1980-05-01,58.7175
1980-06-01,57.3563
1980-07-01,56.0617
1980-08-01,57.4847
1980-09-01,58.6932
1980-10-01,59.3554
1980-11-01,60.4411
1980-12-01,61.5277
1981-01-01,61.3867
1981-02-01,60.6691
1981-03-01,61.3346
1981-04-01,61.4791
1981-05-01,61.7001
1981-06-01,61.6983
1981-07-01,61.9345
1981-08-01,60.7437
1981-09-01,60.9726
1981-10-01,60.0077
1981-11-01,58.8494
1981-12-01,57.4981
1982-01-01,56.7698
1982-02-01,57.7710
1982-03-01,57.4053
1982-04-01,56.9873
1982-05-01,56.3320
1982-06-01,56.5783
1982-07-01,56.7182
1982-08-01,56.3977
1982-09-01,57.0631
1982-10-01,56.8890
1982-11-01,56.2518
1982-12-01,56.2847
1983-01-01,57.0328
1983-02-01,58.3096
1983-03-01,58.5862
1983-04-01,59.6134
1983-05-01,60.1420
1983-06-01,60.1832
1983-07-01,61.1623
1983-08-01,61.4045
1983-09-01,62.3968
1983-10-01,63.2158
1983-11-01,63.4868
1983-12-01,62.8815
1984-01-01,64.0054
1984-02-01,64.4060
1984-03-01,64.8755
1984-04-01,64.4428
1984-05-01,64.5557
1984-06-01,64.8097
1984-07-01,64.4519
1984-08-01,63.9903
1984-09-01,63.8478
1984-10-01,63.5963
1984-11-01,64.2392
1984-12-01,64.0818
1985-01-01,63.4311
1985-02-01,63.4590
1985-03-01,63.8607
1985-04-01,64.3828
1985-05-01,64.4366
1985-06-01,63.6492
1985-07-01,63.2128
1985-08-01,62.8953
1985-09-01,63.9881
1985-10-01,63.3413
1985-11-01,64.4022
1985-12-01,64.1653
1986-01-01,65.3819
1986-02-01,65.4225
1986-03-01,64.8874
1986-04-01,65.4903
1986-05-01,66.6962
1986-06-01,66.4122
1986-07-01,66.5315
1986-08-01,67.0890
1986-09-01,67.6049
1986-10-01,68.3628
1986-11-01,67.7217
1986-12-01,68.2318
1987-01-01,68.7310
1987-02-01,69.1300
1987-03-01,69.5635
1987-04-01,70.2341
1987-05-01,70.5391
1987-06-01,71.1622
1987-07-01,72.9637
1987-08-01,73.1064
1987-09-01,73.8525
1987-10-01,73.5788
1987-11-01,74.5749
1987-12-01,74.5661
1988-01-01,75.0002
1988-02-01,74.6866
1988-03-01,75.0617
1988-04-01,76.3217
1988-05-01,75.7064
1988-06-01,75.9929
1988-07-01,76.5645
1988-08-01,76.4247
1988-09-01,76.0986
1988-10-01,76.3738
1988-11-01,76.3076
1988-12-01,77.1397
1989-01-01,77.1717
1989-02-01,77.4008
1989-03-01,77.7935
1989-04-01,77.0149
1989-05-01,76.3785
1989-06-01,77.1459
1989-07-01,76.8826
1989-08-01,76.8255
1989-09-01,77.4115
1989-10-01,78.5172
1989-11-01,78.5480
1989-12-01,77.9168
1990-01-01,78.8171
1990-02-01,80.1637
1990-03-01,79.4054
1990-04-01,79.8290
1990-05-01,78.3729
1990-06-01,79.2836
1990-07-01,78.8775
1990-08-01,79.0620
1990-09-01,79.0370
1990-10-01,78.9207
1990-11-01,79.4403
1990-12-01,79.1582
1991-01-01,78.6444
1991-02-01,78.0732
1991-03-01,78.0031
1991-04-01,78.7497
1991-05-01,78.8612
1991-06-01,79.0751
1991-07-01,79.3346
1991-08-01,79.7918
1991-09-01,79.7038
1991-10-01,78.9383
1991-11-01,78.8580
1991-12-01,79.7012
1992-01-01,79.0409
1992-02-01,78.9897
1992-03-01,79.7700
1992-04-01,79.9827
1992-05-01,79.2751
1992-06-01,80.3908
1992-07-01,81.0651
1992-08-01,79.9092
1992-09-01,80.4967
1992-10-01,80.8683
1992-11-01,81.1812
1992-12-01,80.8141
1993-01-01,81.2223
1993-02-01,80.9928
1993-03-01,80.8586
1993-04-01,81.3189
1993-05-01,81.1438
1993-06-01,80.6260
1993-07-01,80.9707
1993-08-01,81.0356
1993-09-01,81.3762
1993-10-01,81.5833
1993-11-01,81.0582
1993-12-01,80.9161
1994-01-01,80.3091
1994-02-01,81.8331
1994-03-01,82.7439
1994-04-01,82.4939
1994-05-01,83.8569
1994-06-01,84.4129
1994-07-01,83.4341
1994-08-01,84.8384
1994-09-01,82.9892
1994-10-01,82.6716
1994-11-01,83.7464
1994-12-01,84.9717
1995-01-01,85.0584
1995-02-01,85.0051
1995-03-01,84.4435
1995-04-01,84.3799
1995-05-01,84.0938
1995-06-01,84.1039
