DATE,IPG339S
1972-01-01,37.9360
1972-02-01,38.1220
1972-03-01,38.2447
1972-04-01,38.7349
1972-05-01,38.8911
1972-06-01,39.3871
1972-07-01,39.6175
1972-08-01,40.4793
1972-09-01,40.5682
1972-10-01,40.8728
1972-11-01,41.1753
1972-12-01,40.8098
1973-01-01,40.9871
1973-02-01,41.2332
1973-03-01,41.0982
1973-04-01,40.9494
1973-05-01,40.9004
1973-06-01,40.4296
1973-07-01,40.7434
1973-08-01,40.8096
1973-09-01,40.7148
1973-10-01,40.6711
1973-11-01,40.6803
1973-12-01,40.4291
1974-01-01,40.4944
1974-02-01,40.1017
1974-03-01,40.0949
1974-04-01,39.6632
1974-05-01,40.1817
1974-06-01,40.2723
1974-07-01,40.4774
1974-08-01,40.6368
1974-09-01,40.1036
1974-10-01,39.9440
1974-11-01,38.8272
1974-12-01,37.6962
1975-01-01,37.1531
1975-02-01,35.9378
1975-03-01,35.1915
1975-04-01,35.7073
1975-05-01,35.7646
1975-06-01,36.1075
1975-07-01,37.3649
1975-08-01,37.6899
1975-09-01,38.4314
1975-10-01,38.9256
1975-11-01,38.6370
1975-12-01,38.8547
1976-01-01,39.4574
1976-02-01,39.1538
1976-03-01,39.3020
1976-04-01,39.5549
1976-05-01,40.4250
1976-06-01,40.2253
1976-07-01,40.6486
1976-08-01,40.7724
1976-09-01,41.1825
1976-10-01,41.4157
1976-11-01,41.6871
1976-12-01,42.1925
1977-01-01,41.9634
1977-02-01,43.4123
1977-03-01,43.3699
1977-04-01,43.7367
1977-05-01,44.3535
1977-06-01,44.5387
1977-07-01,44.1535
1977-08-01,44.8074
1977-09-01,44.7489
1977-10-01,44.8020
1977-11-01,44.6419
1977-12-01,44.8330
1978-01-01,44.1181
1978-02-01,44.2223
1978-03-01,44.7958
1978-04-01,45.0705
1978-05-01,45.1373
1978-06-01,45.3590
1978-07-01,45.1581
1978-08-01,45.3656
1978-09-01,45.5742
1978-10-01,45.5125
1978-11-01,45.5477
1978-12-01,45.1840
1979-01-01,45.7478
1979-02-01,45.4512
1979-03-01,45.4296
1979-04-01,44.5574
1979-05-01,45.0481
1979-06-01,45.4579
1979-07-01,45.3733
1979-08-01,45.5516
1979-09-01,45.4381
1979-10-01,45.3219
1979-11-01,45.4241
1979-12-01,45.2764
1980-01-01,45.4535
1980-02-01,44.7475
1980-03-01,44.4362
1980-04-01,44.1936
1980-05-01,42.7332
1980-06-01,41.7831
1980-07-01,41.9430
1980-08-01,41.9156
1980-09-01,42.0314
1980-10-01,41.9955
1980-11-01,42.2688
1980-12-01,42.4295
1981-01-01,42.9250
1981-02-01,42.9867
1981-03-01,43.1348
1981-04-01,43.6563
1981-05-01,43.9815
1981-06-01,44.1507
1981-07-01,44.9877
1981-08-01,45.3205
1981-09-01,45.9223
1981-10-01,46.0546
1981-11-01,46.0967
1981-12-01,45.8861
1982-01-01,44.7467
1982-02-01,46.0348
1982-03-01,45.8039
1982-04-01,45.3693
1982-05-01,45.6971
1982-06-01,45.6481
1982-07-01,45.6467
1982-08-01,45.7828
1982-09-01,45.2446
1982-10-01,44.2879
1982-11-01,43.7242
1982-12-01,43.3039
1983-01-01,43.7625
1983-02-01,42.7795
1983-03-01,43.8623
1983-04-01,44.3039
1983-05-01,44.5721
1983-06-01,44.6864
1983-07-01,45.6398
1983-08-01,45.5949
1983-09-01,45.7505
1983-10-01,46.2314
1983-11-01,46.6385
1983-12-01,47.0367
1984-01-01,47.3671
1984-02-01,48.2267
1984-03-01,47.9575
1984-04-01,48.3385
1984-05-01,48.4610
1984-06-01,48.4464
1984-07-01,49.2401
1984-08-01,49.1552
