DATE,IPG322S
1972-01-01,73.6740
1972-02-01,73.6963
1972-03-01,74.5858
1972-04-01,75.1067
1972-05-01,74.9819
1972-06-01,76.3528
1972-07-01,75.5523
1972-08-01,75.9023
1972-09-01,77.4672
1972-10-01,78.6284
1972-11-01,79.7119
1972-12-01,80.7839
1973-01-01,80.2903
1973-02-01,81.5652
1973-03-01,81.5350
1973-04-01,82.2907
1973-05-01,82.8639
1973-06-01,81.5596
1973-07-01,81.8335
1973-08-01,82.2866
1973-09-01,82.4546
1973-10-01,83.3691
1973-11-01,84.7745
1973-12-01,86.0619
1974-01-01,87.5312
1974-02-01,88.2853
1974-03-01,89.1151
1974-04-01,89.1763
1974-05-01,88.4845
1974-06-01,87.8690
1974-07-01,88.8173
1974-08-01,86.6503
1974-09-01,86.8302
1974-10-01,84.2142
1974-11-01,81.1812
1974-12-01,76.7246
1975-01-01,74.4696
1975-02-01,71.8863
1975-03-01,68.3906
1975-04-01,68.8510
1975-05-01,68.6897
1975-06-01,72.7664
1975-07-01,74.4887
1975-08-01,75.2552
1975-09-01,77.5167
1975-10-01,79.4055
1975-11-01,81.4789
1975-12-01,82.6931
1976-01-01,82.6005
1976-02-01,84.4550
1976-03-01,83.3480
1976-04-01,84.2968
1976-05-01,82.7600
1976-06-01,82.7541
1976-07-01,80.7468
1976-08-01,82.2625
1976-09-01,81.1385
1976-10-01,81.7035
1976-11-01,81.6290
1976-12-01,81.0507
1977-01-01,83.0565
1977-02-01,83.7617
1977-03-01,85.0942
1977-04-01,84.4922
1977-05-01,87.2022
1977-06-01,86.7578
1977-07-01,86.4083
1977-08-01,87.2924
1977-09-01,87.1125
1977-10-01,86.4855
1977-11-01,87.2237
1977-12-01,86.9510
1978-01-01,88.5007
1978-02-01,90.2823
1978-03-01,90.5192
1978-04-01,91.2880
1978-05-01,92.5168
1978-06-01,92.4940
1978-07-01,89.1059
1978-08-01,87.0866
1978-09-01,87.7993
1978-10-01,89.8371
1978-11-01,88.9968
1978-12-01,89.9233
1979-01-01,86.7739
1979-02-01,89.1572
1979-03-01,89.3957
1979-04-01,91.0028
1979-05-01,89.7602
1979-06-01,89.4717
1979-07-01,94.3527
1979-08-01,92.3188
1979-09-01,92.5667
1979-10-01,92.7968
1979-11-01,92.9648
1979-12-01,94.1097
1980-01-01,94.3151
1980-02-01,92.3187
1980-03-01,92.4716
1980-04-01,90.7129
1980-05-01,88.8213
1980-06-01,89.7649
1980-07-01,87.7412
1980-08-01,88.2493
1980-09-01,90.6671
1980-10-01,91.3617
1980-11-01,92.3984
1980-12-01,92.9920
1981-01-01,92.0862
1981-02-01,92.8465
1981-03-01,93.6978
1981-04-01,93.6036
1981-05-01,93.6441
1981-06-01,92.8440
1981-07-01,93.5219
1981-08-01,93.5880
1981-09-01,93.2314
1981-10-01,90.4595
1981-11-01,90.8789
1981-12-01,86.3916
1982-01-01,88.8595
1982-02-01,92.6533
1982-03-01,91.2674
1982-04-01,89.5089
1982-05-01,89.3767
1982-06-01,90.1158
1982-07-01,89.6161
1982-08-01,93.4550
1982-09-01,91.3933
1982-10-01,92.2264
1982-11-01,91.8821
1982-12-01,88.1609
1983-01-01,93.7423
1983-02-01,92.8107
1983-03-01,92.1409
1983-04-01,93.3962
1983-05-01,96.9907
1983-06-01,96.3067
1983-07-01,97.2355
1983-08-01,98.7012
1983-09-01,97.7147
1983-10-01,100.2849
1983-11-01,99.8228
1983-12-01,99.1895
1984-01-01,99.9142
1984-02-01,100.9654
1984-03-01,100.5777
1984-04-01,103.0703
1984-05-01,102.5452
1984-06-01,101.6244
1984-07-01,103.4338
1984-08-01,100.6030
1984-09-01,102.0625
1984-10-01,100.6384
1984-11-01,100.1552
1984-12-01,100.6213
1985-01-01,100.1138
1985-02-01,100.2973
1985-03-01,100.6354
1985-04-01,98.6377
1985-05-01,98.4647
1985-06-01,98.7855
1985-07-01,99.3671
1985-08-01,98.1551
1985-09-01,99.1998
1985-10-01,98.6301
1985-11-01,98.2192
1985-12-01,100.1043
1986-01-01,100.7866
1986-02-01,101.2125
1986-03-01,101.7796
1986-04-01,101.9348
1986-05-01,101.4748
1986-06-01,104.1337
1986-07-01,102.4026
1986-08-01,105.0350
1986-09-01,103.6697
1986-10-01,104.6882
1986-11-01,105.3151
1986-12-01,105.2985
1987-01-01,103.0596
1987-02-01,104.4671
1987-03-01,103.0979
1987-04-01,105.5946
1987-05-01,105.8281
1987-06-01,106.5558
1987-07-01,107.8378
1987-08-01,106.8298
1987-09-01,107.7798
1987-10-01,106.8764
1987-11-01,108.2657
1987-12-01,110.7121
1988-01-01,107.0360
1988-02-01,110.9590
1988-03-01,111.2656
1988-04-01,111.0443
1988-05-01,108.4759
1988-06-01,110.9398
1988-07-01,110.2445
1988-08-01,110.7402
1988-09-01,111.6937
1988-10-01,110.6385
1988-11-01,111.2340
1988-12-01,112.6555
1989-01-01,113.1380
1989-02-01,111.4554
1989-03-01,113.8857
1989-04-01,112.0796
1989-05-01,113.2834
1989-06-01,111.7987
1989-07-01,110.5666
1989-08-01,112.2876
1989-09-01,110.4749
1989-10-01,111.1956
1989-11-01,111.7098
1989-12-01,109.1721
1990-01-01,110.9885
1990-02-01,111.7444
1990-03-01,110.7318
1990-04-01,110.8215
1990-05-01,112.6284
1990-06-01,109.5423
1990-07-01,112.8101
1990-08-01,112.1380
1990-09-01,111.3255
1990-10-01,112.8170
1990-11-01,112.5952
1990-12-01,112.3152
1991-01-01,110.7271
1991-02-01,110.7465
1991-03-01,108.6820
1991-04-01,109.9410
1991-05-01,109.4730
1991-06-01,110.3935
1991-07-01,112.0248
1991-08-01,113.3128
1991-09-01,114.2226
1991-10-01,117.1939
1991-11-01,113.3991
1991-12-01,113.2591
1992-01-01,115.5875
1992-02-01,113.2531
1992-03-01,115.6714
1992-04-01,115.9052
1992-05-01,114.8140
1992-06-01,117.5798
1992-07-01,116.4249
1992-08-01,113.0590
1992-09-01,115.4666
1992-10-01,112.4706
1992-11-01,113.4189
1992-12-01,112.9985
1993-01-01,114.6598
1993-02-01,115.7772
1993-03-01,115.5751
1993-04-01,117.7701
1993-05-01,114.5648
1993-06-01,116.4836
1993-07-01,114.5762
1993-08-01,115.4673
1993-09-01,115.1087
1993-10-01,116.4897
1993-11-01,117.7184
1993-12-01,118.2782
1994-01-01,118.1699
1994-02-01,117.7546
1994-03-01,119.2911
1994-04-01,118.2435
1994-05-01,119.7898
1994-06-01,120.5563
1994-07-01,119.3655
1994-08-01,123.2354
1994-09-01,123.0220
1994-10-01,123.3827
1994-11-01,124.8000
1994-12-01,124.3187
1995-01-01,125.5274
1995-02-01,125.0384
1995-03-01,125.0016
1995-04-01,124.1823
1995-05-01,124.8441
1995-06-01,122.8474
1995-07-01,122.7933
1995-08-01,121.3485
1995-09-01,120.5644
1995-10-01,122.6965
1995-11-01,118.6289
1995-12-01,119.4177
1996-01-01,117.9953
1996-02-01,116.6066
1996-03-01,117.3784
1996-04-01,119.1734
1996-05-01,119.0796
1996-06-01,119.2600
1996-07-01,120.0636
1996-08-01,119.1126
1996-09-01,119.0790
1996-10-01,118.7925
1996-11-01,120.0498
1996-12-01,120.6463
1997-01-01,118.7865
1997-02-01,121.5978
1997-03-01,120.8172
1997-04-01,121.1934
1997-05-01,121.2836
1997-06-01,119.9129
1997-07-01,121.2766
1997-08-01,121.7610
1997-09-01,122.6780
1997-10-01,121.7186
1997-11-01,122.6523
1997-12-01,123.0548
1998-01-01,121.9225
1998-02-01,122.2328
1998-03-01,121.8642
1998-04-01,121.7132
1998-05-01,122.5792
1998-06-01,122.9847
1998-07-01,123.9722
1998-08-01,123.2216
1998-09-01,122.2111
1998-10-01,122.5996
1998-11-01,120.3668
1998-12-01,122.8924
1999-01-01,123.7910
1999-02-01,124.1281
1999-03-01,124.5336
1999-04-01,122.3451
1999-05-01,122.0696
1999-06-01,122.9828
1999-07-01,122.3027
1999-08-01,122.8039
1999-09-01,123.2522
1999-10-01,122.7236
1999-11-01,123.8481
1999-12-01,124.8991
2000-01-01,123.6260
2000-02-01,123.0311
2000-03-01,123.2108
2000-04-01,123.0343
2000-05-01,120.9933
2000-06-01,122.3832
2000-07-01,118.3671
2000-08-01,117.0886
2000-09-01,117.1590
2000-10-01,118.5147
2000-11-01,117.3059
2000-12-01,116.1217
2001-01-01,115.7919
2001-02-01,116.8714
2001-03-01,113.0079
2001-04-01,114.4896
2001-05-01,112.9512
2001-06-01,111.4913
2001-07-01,111.9414
2001-08-01,113.2213
2001-09-01,114.5732
2001-10-01,112.9630
2001-11-01,111.4441
2001-12-01,110.4764
2002-01-01,111.1589
2002-02-01,111.3937
2002-03-01,110.9119
2002-04-01,113.8186
2002-05-01,115.1073
2002-06-01,114.8914
2002-07-01,115.7283
2002-08-01,116.4329
2002-09-01,117.0702
2002-10-01,116.6263
2002-11-01,117.1419
2002-12-01,115.5148
2003-01-01,115.2852
2003-02-01,112.8245
2003-03-01,114.5310
2003-04-01,112.1630
2003-05-01,112.3199
2003-06-01,111.8355
2003-07-01,111.4380
2003-08-01,110.7870
2003-09-01,110.8852
2003-10-01,109.5583
2003-11-01,110.7306
2003-12-01,111.0200
2004-01-01,110.7250
2004-02-01,110.9855
2004-03-01,110.4297
2004-04-01,112.5846
2004-05-01,113.6607
2004-06-01,113.2482
2004-07-01,114.6879
2004-08-01,113.7219
2004-09-01,113.6581
2004-10-01,113.9517
2004-11-01,113.7201
2004-12-01,112.9535
2005-01-01,114.8491
2005-02-01,114.8709
2005-03-01,115.2090
2005-04-01,113.4777
2005-05-01,111.7348
2005-06-01,111.8628
2005-07-01,110.7929
2005-08-01,110.5699
2005-09-01,110.4410
2005-10-01,112.9874
2005-11-01,111.1114
2005-12-01,111.4336
2006-01-01,113.8685
2006-02-01,111.2456
2006-03-01,110.2820
2006-04-01,110.2252
2006-05-01,109.9451
2006-06-01,110.7152
2006-07-01,109.7708
2006-08-01,110.4007
2006-09-01,111.0163
2006-10-01,111.5797
2006-11-01,111.1779
2006-12-01,114.3042
2007-01-01,111.6486
2007-02-01,112.6869
2007-03-01,112.2480
2007-04-01,112.8080
2007-05-01,111.4731
2007-06-01,110.4147
