DATE,IPG326S
1972-01-01,37.1176
1972-02-01,37.0592
1972-03-01,37.4947
1972-04-01,38.5793
1972-05-01,39.0903
1972-06-01,39.4309
1972-07-01,39.1165
1972-08-01,39.9478
1972-09-01,40.0839
1972-10-01,41.0195
1972-11-01,42.0734
1972-12-01,44.1951
1973-01-01,43.7719
1973-02-01,44.6260
1973-03-01,45.2345
1973-04-01,45.1216
1973-05-01,44.6977
1973-06-01,43.9898
1973-07-01,45.0043
1973-08-01,44.2736
1973-09-01,44.5500
1973-10-01,44.3674
1973-11-01,45.1687
1973-12-01,45.5108
1974-01-01,45.2753
1974-02-01,45.0550
1974-03-01,44.8684
1974-04-01,43.9034
1974-05-01,44.0801
1974-06-01,44.7651
1974-07-01,43.8196
1974-08-01,44.0845
1974-09-01,42.9235
1974-10-01,42.3046
1974-11-01,39.4517
1974-12-01,36.3365
1975-01-01,35.6597
1975-02-01,33.2481
1975-03-01,31.9421
1975-04-01,33.5291
1975-05-01,35.2954
1975-06-01,36.2782
1975-07-01,37.2581
1975-08-01,38.2691
1975-09-01,38.8093
1975-10-01,38.6598
1975-11-01,38.6554
1975-12-01,39.0212
1976-01-01,39.4809
1976-02-01,40.5812
1976-03-01,41.3948
1976-04-01,39.8926
1976-05-01,36.5446
1976-06-01,36.3813
1976-07-01,36.7979
1976-08-01,36.4627
1976-09-01,41.5969
1976-10-01,44.0877
1976-11-01,43.8420
1976-12-01,45.2100
1977-01-01,45.1873
1977-02-01,45.3315
1977-03-01,46.5348
1977-04-01,47.4000
1977-05-01,47.6331
1977-06-01,48.6512
1977-07-01,48.0192
1977-08-01,47.9693
1977-09-01,48.0057
1977-10-01,48.0799
1977-11-01,48.3462
1977-12-01,48.6437
1978-01-01,47.7245
1978-02-01,47.3342
1978-03-01,48.4085
1978-04-01,49.1100
1978-05-01,49.7787
1978-06-01,50.1253
1978-07-01,50.1134
1978-08-01,50.0776
1978-09-01,50.1284
1978-10-01,50.2408
1978-11-01,50.4526
1978-12-01,51.4845
1979-01-01,50.8190
1979-02-01,50.4395
1979-03-01,50.9858
1979-04-01,49.1758
1979-05-01,49.3602
1979-06-01,48.1299
1979-07-01,49.6061
1979-08-01,48.1893
1979-09-01,47.9695
1979-10-01,48.1276
1979-11-01,47.7227
1979-12-01,46.3002
1980-01-01,46.9434
1980-02-01,46.7378
1980-03-01,46.8957
1980-04-01,45.0541
1980-05-01,41.3625
1980-06-01,39.8350
1980-07-01,40.1281
1980-08-01,41.4299
1980-09-01,42.8206
1980-10-01,44.2126
1980-11-01,44.6881
1980-12-01,45.0276
1981-01-01,45.5714
1981-02-01,45.5755
1981-03-01,45.7310
1981-04-01,45.8687
1981-05-01,46.9248
1981-06-01,46.6814
1981-07-01,47.6209
1981-08-01,47.6583
1981-09-01,47.3364
1981-10-01,46.8452
1981-11-01,46.2048
1981-12-01,44.1363
1982-01-01,44.0911
1982-02-01,46.1225
1982-03-01,45.6723
1982-04-01,45.6173
1982-05-01,46.3287
1982-06-01,46.3132
1982-07-01,45.6021
1982-08-01,45.9429
1982-09-01,45.9753
1982-10-01,44.9141
1982-11-01,44.9048
1982-12-01,45.3238
1983-01-01,46.2176
1983-02-01,45.7766
1983-03-01,47.1409
1983-04-01,48.4278
1983-05-01,48.7615
1983-06-01,48.9147
1983-07-01,49.6126
1983-08-01,50.5237
1983-09-01,51.5297
1983-10-01,51.9994
1983-11-01,52.3471
1983-12-01,53.4265
1984-01-01,54.1538
1984-02-01,54.5959
1984-03-01,55.3074
1984-04-01,55.8286
1984-05-01,56.9861
